tenure_years,product_count,has_direct_deposit,login_freq_90d,avg_balance_trend,nsf_count_6m,complaints_6m,cd_maturing_90d,debit_swipe_delta,churn
7.41,1,0,24,-712.53,0,0,0,9.72,0
0.68,4,1,15,-685.07,0,0,0,-2.93,0
5.03,5,0,17,982.0,0,0,0,20.53,0
1.78,2,1,17,555.93,0,0,0,19.73,0
19.77,2,1,20,1036.83,0,0,0,-6.11,0
3.96,1,1,20,-185.11,0,0,0,-1.66,0
9.84,3,1,17,51.21,4,0,0,13.39,0
4.79,2,0,18,263.68,1,0,0,14.75,0
0.27,1,1,18,-6.1,2,1,0,-37.09,0
6.02,2,0,20,-373.07,0,0,0,13.34,0
18.15,2,1,16,-448.04,0,0,0,24.7,0
5.52,2,0,20,106.93,0,0,0,3.83,0
10.26,3,0,15,-533.43,1,0,1,14.25,0
12.94,1,0,23,-547.43,0,1,0,19.18,0
1.55,3,0,12,196.79,1,1,1,3.32,0
1.43,3,0,20,-47.58,0,1,1,12.21,0
5.66,2,0,23,468.6,0,0,0,0.19,1
3.18,1,0,17,-212.46,0,0,1,-0.78,1
10.99,3,1,17,-290.63,1,0,0,-9.92,0
13.82,5,0,24,211.78,0,0,1,2.6,0
2.62,1,1,23,-406.01,0,1,0,28.3,0
1.62,2,1,14,-329.06,3,1,0,-13.54,0
9.1,1,0,16,-309.23,1,0,0,9.25,0
1.93,3,1,16,-104.85,0,0,1,4.81,0
10.38,1,0,10,886.22,0,0,0,22.12,0
3.31,2,1,21,-688.39,0,0,0,24.94,0
6.61,3,1,21,647.75,0,0,0,-13.86,0
0.6,3,1,12,368.89,1,2,0,-8.61,1
5.87,2,1,21,783.49,0,1,0,-7.79,0
3.61,2,0,16,1568.34,2,0,0,-7.26,0
5.3,3,1,17,715.73,0,0,0,-5.98,0
1.1,1,1,12,462.83,0,0,0,5.21,0
8.01,1,1,16,-656.25,4,0,0,-12.77,0
11.92,4,1,14,-593.11,0,0,0,-10.66,0
1.47,1,0,12,180.1,2,0,1,-11.86,1
0.6,3,1,26,-849.04,1,1,0,7.39,0
0.14,5,0,26,307.72,0,0,1,-0.96,0
6.16,2,0,16,-1067.46,0,0,1,-3.62,0
5.61,2,0,21,576.12,0,0,1,-12.63,0
4.75,3,0,26,-160.85,3,1,1,-24.06,1
1.58,4,1,21,63.3,0,0,0,24.47,0
2.97,5,1,13,-374.19,0,2,0,-4.33,0
5.42,3,0,18,-949.26,0,0,0,40.66,0
4.12,1,0,14,617.35,0,0,0,11.59,0
26.43,3,0,17,667.85,0,1,1,27.44,0
0.88,2,0,13,-175.74,0,0,0,14.9,0
7.13,2,1,20,330.96,5,0,0,2.38,1
3.11,1,1,20,-195.45,0,0,0,-8.96,0
3.35,1,0,24,144.24,0,0,0,-14.65,0
7.59,3,0,8,379.57,1,1,0,16.79,0
7.07,2,1,10,277.54,1,0,0,3.98,0
28.44,2,0,17,670.48,0,0,0,9.25,0
0.82,2,1,13,259.44,0,1,0,12.22,0
0.66,4,1,16,14.04,0,0,0,5.34,0
7.73,3,0,17,-380.71,0,0,0,-7.08,1
5.18,2,0,26,-239.25,1,0,0,15.19,1
1.92,1,1,18,405.03,0,0,1,-2.97,0
0.5,2,1,14,-750.91,1,0,0,1.36,0
0.54,5,1,25,552.9,0,0,0,10.76,0
13.48,3,0,12,-140.57,1,0,0,-0.88,0
1.28,2,1,22,-409.3,0,1,1,-27.27,1
2.34,3,0,12,-549.36,2,0,0,15.61,1
1.54,2,0,19,337.18,0,0,0,18.82,0
2.63,4,0,20,-7.32,1,0,0,-27.47,0
0.43,2,1,12,794.38,0,0,1,-15.65,0
4.39,1,0,25,-631.54,0,0,0,30.36,1
0.42,1,1,19,-289.08,2,0,0,3.48,0
9.67,2,1,17,-46.11,0,0,0,0.05,0
1.6,5,1,16,-375.93,0,0,0,-6.4,0
4.66,2,1,18,3.06,1,3,0,-15.46,0
12.73,4,0,18,159.75,1,0,0,-2.92,0
6.31,3,1,16,242.24,0,0,0,14.62,0
4.57,1,1,15,753.08,0,0,0,-0.24,0
2.35,1,0,19,-651.74,0,0,0,9.15,0
2.43,1,1,13,168.88,2,0,0,26.49,0
6.64,3,0,23,-323.47,0,0,1,-8.71,0
30.84,1,1,26,215.01,1,0,0,4.54,0
6.51,2,1,14,215.67,0,0,0,15.07,0
4.9,2,0,16,-493.46,0,0,1,-13.99,0
7.87,3,1,15,-450.58,0,0,0,2.67,0
3.76,1,0,15,255.82,1,0,0,28.08,0
0.37,2,1,20,11.7,0,0,0,-5.1,0
4.96,2,1,12,-109.81,0,0,0,16.03,0
18.97,2,1,15,328.99,0,0,0,-2.12,0
1.16,4,1,18,365.86,0,0,1,26.99,0
7.03,1,1,12,-264.82,0,0,0,-24.68,0
1.35,4,0,28,-426.03,0,0,0,0.97,0
4.6,3,1,15,-630.96,1,0,1,-22.18,1
0.61,3,1,12,16.73,0,0,0,-10.51,0
3.59,3,1,20,-711.58,0,0,0,-10.6,0
8.47,2,0,19,49.71,4,0,0,-4.0,0
2.56,1,0,14,608.42,0,2,1,-17.82,1
6.56,3,0,13,-176.73,3,2,0,-1.08,1
9.52,2,0,18,-268.1,0,0,0,6.91,0
15.72,3,1,21,998.92,0,0,0,-22.98,0
1.6,2,1,23,754.85,0,0,0,-9.52,0
3.06,4,0,25,-382.3,0,0,0,38.11,0
0.99,3,0,22,69.51,0,0,0,4.94,1
29.34,1,1,14,164.34,0,0,0,-27.27,0
15.7,2,1,18,101.83,1,0,1,-21.01,0
4.66,3,0,13,907.34,0,0,1,3.39,0
11.07,3,0,18,43.61,0,0,1,1.51,0
4.42,2,1,23,118.62,0,1,0,-8.81,0
5.86,4,0,17,344.33,1,0,0,32.9,0
0.56,2,1,17,594.96,0,0,0,39.28,0
8.45,2,1,20,468.45,0,0,0,-3.97,0
0.82,4,1,18,269.04,1,0,0,13.09,0
10.49,4,1,24,-779.35,4,1,0,13.85,0
9.14,3,1,20,-244.07,0,0,0,15.84,0
7.4,4,0,15,409.71,3,0,0,-9.6,1
0.22,1,1,18,125.2,0,0,0,29.09,1
2.17,4,0,13,413.06,3,0,0,-1.03,0
1.83,2,1,16,943.58,0,0,1,6.33,0
2.68,1,1,16,-588.48,2,0,0,0.03,1
0.55,1,0,21,568.96,1,0,1,-2.1,0
16.58,2,0,18,-165.18,0,0,1,4.18,0
4.84,2,0,20,467.67,0,0,0,-17.79,0
2.19,2,0,18,-20.61,0,0,1,-29.57,0
3.03,1,1,23,1063.5,0,0,0,-3.2,0
3.56,2,1,28,65.04,0,0,0,-13.21,0
5.51,3,0,22,-320.26,3,0,1,8.21,0
4.35,2,0,16,209.94,0,1,0,6.51,1
15.11,2,0,13,161.97,0,0,0,0.2,1
4.12,3,0,23,569.05,0,0,0,22.22,0
29.09,4,0,13,224.03,0,0,0,-0.09,0
11.44,3,1,13,1237.53,0,0,1,-21.87,0
1.4,2,0,20,-55.7,0,0,0,-3.35,0
16.01,3,0,8,-49.81,2,0,0,17.56,0
0.74,1,0,17,-301.94,1,0,1,-28.26,1
10.2,1,1,25,42.83,1,0,0,-1.41,0
2.87,2,1,8,115.53,1,0,1,8.63,0
12.62,4,1,19,140.61,0,0,1,39.78,0
12.15,1,1,21,33.59,1,0,1,18.12,0
9.84,1,0,20,-304.91,0,0,0,1.99,0
9.36,1,1,27,-440.83,0,0,0,7.81,0
2.18,4,1,18,-187.59,0,0,0,-28.47,0
0.51,3,1,16,570.77,0,0,0,-15.75,0
3.09,2,0,21,678.4,0,0,0,9.76,0
1.14,3,1,15,-38.48,0,0,0,2.42,0
7.12,2,1,24,-470.79,0,0,0,4.33,0
2.55,3,1,23,-40.59,0,0,0,0.51,0
22.28,1,1,14,1045.83,1,0,0,-0.08,0
6.15,4,1,17,499.48,0,0,0,1.54,0
10.37,2,1,10,275.37,2,0,0,-15.84,1
0.85,3,0,19,481.34,0,0,0,-3.43,0
11.88,1,1,18,770.28,1,0,0,-18.66,0
15.36,2,1,19,-576.43,1,0,0,-9.29,0
4.01,2,0,23,-196.02,3,0,0,17.94,0
5.59,2,1,14,-264.36,0,0,0,-2.71,0
8.68,1,0,14,293.56,0,0,0,8.94,0
1.15,3,1,10,80.06,0,0,0,1.73,0
4.19,1,0,16,378.16,0,0,0,-5.77,1
3.05,3,0,21,-253.44,0,0,0,-15.13,0
0.95,4,0,16,685.98,2,0,0,-6.0,0
2.75,3,1,28,-34.67,0,0,0,2.75,0
0.42,3,1,22,347.27,0,0,0,8.7,0
0.16,3,1,16,597.7,0,0,1,1.84,0
0.87,2,0,21,557.56,0,0,0,9.74,0
19.8,4,0,22,180.41,3,0,0,-22.8,1
4.78,2,1,15,409.67,2,0,0,13.0,0
20.26,3,1,19,870.83,0,0,0,-16.92,0
3.4,3,1,24,256.8,0,0,0,14.75,0
2.24,2,1,17,-364.82,2,0,0,7.54,0
4.23,2,1,17,291.53,0,0,0,-28.05,0
3.47,2,1,24,-18.64,0,0,0,11.05,0
0.67,4,0,12,-1174.0,2,0,0,14.93,0
6.14,5,0,16,231.0,0,0,0,18.87,0
1.46,2,0,21,58.33,0,0,1,-11.53,0
5.8,3,1,19,578.21,0,0,0,2.69,0
6.3,4,0,22,-375.05,3,1,0,10.42,0
0.99,1,0,13,-752.85,0,0,0,11.04,0
0.38,1,1,18,84.34,0,1,0,6.14,1
9.11,3,0,19,190.09,1,1,0,-6.4,0
3.69,4,1,18,46.92,2,0,0,14.82,0
0.36,4,1,18,10.35,0,1,0,14.91,0
31.63,2,1,15,-534.36,0,0,0,-2.31,0
0.36,1,1,13,-69.46,0,0,0,-11.75,1
7.13,2,0,25,-174.2,0,0,0,-10.92,0
24.69,1,1,24,536.35,0,0,0,20.47,0
1.64,2,1,18,189.66,1,0,0,14.26,0
0.92,3,1,16,-139.0,0,0,1,-0.3,0
0.78,1,0,26,861.94,0,0,0,-2.99,0
2.17,4,1,16,-134.45,0,0,0,-26.52,0
0.64,2,0,17,278.89,0,0,0,-1.27,0
7.07,3,0,17,-83.46,1,0,0,-17.87,0
0.39,1,1,18,815.58,1,0,0,2.38,1
4.27,2,1,13,43.43,1,0,0,17.78,0
34.28,1,0,14,58.21,0,0,1,-14.71,0
10.09,5,1,26,-69.94,1,0,0,3.58,0
5.73,4,1,14,98.26,0,0,0,14.97,0
2.19,2,0,16,599.77,0,0,0,3.3,0
5.87,1,1,17,422.92,0,1,0,-7.86,1
4.49,5,1,19,14.04,0,0,0,0.16,0
3.33,2,1,11,850.66,0,0,0,14.36,0
0.84,1,1,15,436.49,0,2,0,3.94,1
13.06,3,0,16,-219.09,0,0,1,-0.05,0
3.58,5,0,21,-690.17,0,0,0,17.34,0
1.3,1,0,23,-207.51,1,0,0,7.72,0
2.75,1,0,24,206.67,0,0,1,-18.04,1
3.21,5,1,17,298.6,2,1,0,9.47,0
10.55,1,1,13,679.57,0,0,0,14.24,0
7.94,1,1,16,-547.27,0,1,0,-18.56,0
8.8,3,1,13,-219.58,0,0,0,-34.03,0
0.1,4,0,15,-588.82,0,0,0,-15.63,0
3.23,2,0,16,-669.4,2,0,0,-1.54,0
3.94,5,1,14,-313.91,0,0,1,15.15,0
0.12,3,1,31,183.31,0,0,0,-13.36,0
1.81,1,1,18,385.7,0,0,0,8.33,0
8.57,5,1,22,-474.18,0,0,0,-43.39,0
0.88,2,1,17,-404.64,0,1,0,2.7,0
4.6,2,1,17,-889.91,0,0,1,-6.1,0
1.45,3,0,13,107.18,0,0,1,31.48,0
0.1,2,0,20,-366.07,1,0,0,-28.38,0
1.66,1,1,16,831.52,1,0,0,-0.22,0
22.35,1,1,19,204.9,0,0,0,-28.47,0
9.7,2,1,20,-85.72,0,0,0,-8.25,0
19.25,4,0,23,-320.56,1,1,0,-25.52,0
4.01,3,0,14,-747.34,1,1,0,34.51,0
0.7,5,0,24,-683.94,0,0,1,-5.33,0
4.76,2,1,17,-311.07,0,1,0,-3.17,1
3.63,2,0,21,-349.45,0,0,0,-0.64,0
11.16,1,1,19,-499.59,0,0,1,-16.98,0
0.62,1,0,26,188.55,0,0,0,15.83,0
4.02,2,1,22,257.13,0,0,0,9.6,0
0.98,3,1,16,-229.32,1,3,0,13.77,1
2.36,4,0,9,967.58,0,0,0,-18.27,0
8.02,5,1,18,-873.36,0,0,0,17.03,0
3.88,1,1,15,29.08,0,0,0,15.3,1
2.83,4,1,26,-109.29,1,0,0,-3.49,0
3.01,2,1,12,-275.35,0,0,1,13.43,0
3.69,1,1,19,-348.83,0,0,0,4.09,0
9.22,4,1,24,-3.48,0,3,0,-23.91,0
13.36,3,1,19,-112.76,0,0,0,-2.74,0
18.65,1,1,24,-195.94,0,0,0,-7.22,0
9.28,2,0,26,-649.36,0,0,0,1.28,0
2.27,2,1,20,-809.06,0,0,0,15.32,0
6.99,3,1,21,-144.26,0,0,0,-24.62,0
3.45,2,1,16,-201.05,0,1,1,-6.65,1
1.76,5,0,13,-98.52,0,0,0,-12.33,0
11.03,1,0,16,-54.31,0,0,0,-11.68,0
0.24,2,1,16,-261.25,0,0,1,-12.35,0
13.92,2,0,11,-106.2,2,1,0,1.02,0
3.71,2,0,23,-426.76,1,0,0,7.85,0
6.08,2,0,22,761.97,5,0,1,5.22,1
6.46,3,0,19,-399.87,0,1,0,2.79,0
13.53,4,0,16,-185.49,0,0,0,9.33,0
6.07,5,0,21,-361.89,0,1,0,35.7,0
5.71,4,0,21,-370.29,0,1,0,2.04,1
0.41,4,1,11,12.32,0,0,0,15.32,0
4.38,3,0,19,-51.12,0,0,0,14.46,0
0.98,4,0,21,-229.73,0,0,0,26.67,1
8.02,2,1,13,-141.74,0,3,0,8.41,0
4.31,2,0,16,-359.91,3,0,1,-12.66,1
6.84,2,1,21,200.86,0,0,0,4.57,0
0.26,2,1,14,1027.6,0,0,0,3.77,0
0.53,2,0,19,-437.42,0,0,1,12.23,0
7.56,5,1,24,196.98,1,0,0,-13.1,0
0.45,2,1,20,22.47,1,0,0,18.99,0
0.44,1,1,9,334.31,0,0,0,0.08,1
0.1,2,1,21,348.4,0,0,1,12.59,0
18.81,1,1,19,102.71,1,0,0,4.65,0
8.03,1,1,22,-19.91,0,0,1,1.84,0
2.61,1,1,15,-217.23,5,0,0,3.51,1
2.11,2,0,13,-382.48,0,0,0,10.08,1
2.58,2,0,13,-48.42,0,0,0,29.38,0
8.94,3,1,20,-642.29,2,0,1,-30.26,0
6.5,3,0,17,-296.93,0,0,0,8.1,0
1.23,2,1,25,553.43,0,0,0,0.66,0
1.15,2,1,17,49.26,0,2,0,-2.66,0
0.62,2,1,14,446.33,1,0,0,-35.45,0
6.48,3,0,17,734.82,0,0,0,8.7,0
8.67,1,0,18,-88.51,0,0,0,-1.87,0
1.85,1,1,12,103.66,0,0,0,-12.52,0
0.13,3,1,19,-150.92,1,0,0,0.64,0
0.51,2,1,15,-406.3,0,0,0,-4.39,0
20.63,1,1,20,-476.48,0,0,0,-26.14,0
2.1,1,0,18,421.58,0,0,0,1.32,0
8.8,5,1,17,104.31,1,0,0,8.7,0
5.88,4,0,24,923.3,1,0,1,-8.24,0
2.89,3,1,32,486.03,0,0,0,3.93,0
1.38,2,0,19,-365.61,1,0,0,1.62,0
0.78,2,0,18,420.17,0,0,0,15.68,1
5.73,5,1,20,-152.54,0,0,0,-1.56,0
8.94,5,0,14,608.43,2,0,0,12.02,0
6.2,1,0,21,-243.17,0,0,1,-4.7,0
4.53,4,1,23,-526.21,0,0,0,29.51,0
0.26,1,1,19,-397.88,3,0,0,-6.55,0
20.74,1,0,11,-372.33,0,0,1,-10.27,0
9.62,3,1,17,-420.13,0,0,0,-1.51,0
2.08,2,1,23,-286.3,2,3,0,-10.92,1
23.46,5,1,10,428.35,0,3,0,-18.73,0
5.53,1,0,8,898.02,0,0,0,10.91,0
5.24,2,0,21,-665.09,0,0,0,-45.94,0
8.27,4,0,20,631.76,0,0,0,-10.76,0
10.02,4,1,15,-238.85,1,0,0,-20.13,0
6.41,1,1,20,173.94,0,0,0,2.13,0
0.82,2,0,16,-827.07,0,0,0,-32.84,0
2.48,3,0,17,262.02,1,0,0,8.22,0
15.79,1,1,10,-1002.66,0,0,0,9.84,0
1.53,5,1,16,156.97,0,0,0,-24.49,0
2.79,4,1,18,128.63,1,3,0,2.86,0
3.39,1,0,17,95.5,1,0,0,7.74,0
3.47,1,0,25,-367.46,0,1,0,14.1,0
5.7,1,0,18,274.76,0,0,0,-22.03,0
17.2,4,0,18,195.54,0,0,1,-24.14,0
1.65,1,1,15,-104.98,0,1,1,22.54,0
0.78,2,0,12,335.93,0,1,0,-12.33,0
1.32,2,0,22,-47.8,1,0,0,-7.91,0
13.08,3,1,18,264.39,0,0,0,9.5,0
6.23,1,0,18,-62.94,4,0,0,-17.54,0
2.02,1,1,17,108.35,1,0,1,-3.99,1
10.16,5,0,18,287.36,0,0,0,13.38,0
11.86,4,0,21,-198.96,0,0,0,-21.32,0
11.24,3,0,17,-616.92,1,0,0,-7.5,0
15.07,1,0,18,138.04,1,0,0,-16.9,0
1.74,2,1,24,594.7,4,0,0,-11.61,1
8.44,3,1,24,149.58,0,1,0,17.78,0
3.7,2,1,29,159.07,0,0,0,21.08,0
11.07,4,0,9,-21.09,2,0,0,3.87,0
7.82,3,0,14,369.56,0,1,1,7.98,0
8.99,1,0,20,-92.97,1,0,0,7.57,0
6.41,4,1,24,-226.95,0,0,0,-10.09,0
1.17,5,0,16,552.65,1,0,0,3.57,1
4.73,1,0,17,-265.27,0,0,0,-19.43,0
25.07,2,0,21,444.74,1,0,0,-14.38,0
16.62,2,1,21,552.97,0,0,0,-1.3,0
0.26,2,1,17,283.41,3,0,0,-15.91,0
1.08,1,1,16,-624.62,0,0,0,-19.09,0
0.85,3,0,11,13.58,0,0,0,-10.68,0
7.77,5,0,15,-101.0,0,0,0,17.2,1
10.22,2,0,19,-248.0,2,0,0,23.36,0
1.44,1,1,17,71.38,0,0,0,-0.49,0
4.23,3,1,24,384.6,0,0,0,8.73,0
11.02,2,0,12,-229.28,0,0,0,-8.45,0
7.92,4,0,18,-85.69,0,0,0,-30.98,0
4.69,2,0,19,-120.53,0,0,1,-13.4,0
5.35,1,0,21,581.94,0,0,0,-4.63,0
4.26,1,1,23,-128.55,1,0,0,2.11,0
2.12,3,0,27,-617.2,0,1,0,-1.51,0
4.99,2,0,18,-786.72,0,0,0,-4.22,0
7.01,3,1,15,181.36,1,0,0,-8.62,0
12.4,1,1,20,-380.34,2,0,1,5.16,0
6.07,2,1,19,334.36,1,0,1,-20.46,0
8.59,2,1,24,-665.61,0,0,0,12.03,0
1.05,5,0,18,-269.46,0,0,0,-8.8,0
3.71,5,1,16,-665.28,0,0,0,31.01,0
0.1,1,1,18,217.31,0,0,0,-4.73,0
1.7,2,1,26,324.42,0,0,0,-7.2,0
7.78,1,0,18,169.31,2,0,1,-8.44,0
28.83,2,1,15,-542.97,0,1,0,-7.05,0
0.63,2,0,26,-372.88,0,0,0,9.11,0
3.08,4,1,23,117.16,0,0,0,-0.63,0
9.66,5,1,16,-843.87,0,1,0,14.81,1
1.37,2,1,18,-120.57,0,0,0,6.97,0
4.86,2,1,21,758.45,0,0,0,0.47,0
7.92,4,1,13,-89.98,0,0,0,5.59,0
5.74,4,1,17,-744.27,0,0,0,17.95,0
1.25,1,0,10,-303.7,2,0,1,9.85,0
2.63,2,0,15,-315.35,1,0,1,4.21,0
9.19,2,1,16,1070.15,1,0,1,6.34,0
4.85,1,1,20,832.84,0,0,0,-17.29,0
0.1,1,0,21,365.47,2,0,1,38.58,1
8.59,1,0,16,-171.54,0,0,1,7.92,0
0.22,3,1,15,600.31,2,0,1,9.42,0
8.22,2,0,13,-566.73,0,0,1,-0.43,1
1.36,1,0,18,538.29,0,0,1,-34.46,1
19.03,1,0,27,463.99,0,0,0,-3.98,0
2.75,4,1,21,-75.67,0,0,0,1.14,0
2.38,4,1,19,569.59,0,0,0,-12.34,0
0.97,2,1,19,-223.61,3,0,0,-12.47,0
2.19,2,0,13,-632.54,0,0,0,-5.09,0
12.56,5,0,20,488.98,0,0,0,11.57,0
33.65,1,1,12,-42.62,0,0,0,18.84,0
2.76,1,0,15,300.89,0,0,0,2.56,1
3.57,2,0,25,910.44,1,0,0,-8.51,0
7.68,1,0,14,-361.13,0,0,0,-5.44,0
13.04,2,0,12,-71.69,1,3,0,1.49,0
5.39,4,0,11,784.82,0,0,1,3.27,0
2.98,3,1,16,334.37,3,0,0,6.52,0
3.19,2,0,18,-349.89,0,0,0,-6.59,0
7.14,5,0,21,-477.51,2,0,0,7.94,0
0.1,1,1,16,-264.04,0,0,0,6.75,0
5.8,1,1,16,-369.21,1,0,1,-5.93,0
2.64,3,0,19,118.67,0,0,0,-25.79,0
9.49,3,1,10,39.22,0,0,0,-13.27,0
0.59,1,0,28,139.62,0,0,1,23.51,0
5.32,2,1,15,-420.41,0,0,1,-25.4,1
3.93,3,1,14,-35.42,0,0,0,19.76,0
6.17,3,1,22,-1027.85,0,0,0,-25.93,1
0.4,3,1,16,72.5,0,0,0,-11.6,0
5.2,2,0,11,587.72,1,0,0,-5.62,0
4.95,1,0,17,-712.37,5,0,1,26.73,0
4.93,2,1,15,241.71,0,0,1,0.39,0
5.55,1,1,18,-305.51,0,0,0,-3.21,0
6.77,5,1,19,401.25,0,0,0,-14.03,0
9.81,2,1,17,79.32,1,0,0,7.83,0
1.89,2,0,18,202.35,3,0,0,-7.69,0
10.46,3,1,13,32.41,4,0,0,-3.44,0
4.14,2,1,21,664.17,3,0,1,-5.38,0
0.48,2,1,20,173.71,2,1,1,10.8,1
0.36,4,1,16,-352.71,5,0,0,11.43,0
2.44,4,1,19,49.36,0,0,0,-13.36,0
9.22,3,1,11,-184.44,3,0,0,-9.41,1
7.38,1,0,24,81.2,1,0,0,-10.89,0
9.32,3,0,23,-209.88,0,0,0,2.75,0
4.37,3,0,16,-338.41,0,0,0,13.6,0
3.48,1,1,17,99.64,0,0,0,2.95,0
0.96,1,1,19,27.89,1,0,0,-32.86,0
2.39,4,1,11,531.98,0,0,0,11.4,0
3.42,1,0,24,-207.48,0,1,1,-20.23,0
0.56,3,0,8,-990.43,1,0,0,-10.73,1
1.5,2,1,17,-181.94,0,0,0,2.98,0
5.47,2,1,21,-813.22,1,0,0,-1.26,0
7.98,1,0,16,207.84,1,0,0,13.09,0
38.43,4,0,18,-836.95,4,1,0,-9.16,0
16.23,2,0,29,-494.19,0,0,0,-14.5,0
6.17,2,0,21,-181.17,2,1,0,-4.67,1
3.28,3,0,17,771.98,0,0,0,14.66,0
6.07,3,1,12,-536.45,0,1,0,9.45,0
9.24,5,0,16,6.2,0,0,0,1.31,0
0.76,2,0,19,289.99,0,0,0,19.89,0
3.16,2,0,16,742.03,5,0,0,17.17,0
10.99,5,1,16,388.9,0,0,0,11.83,0
2.91,3,1,18,546.95,3,0,0,-17.67,0
5.09,2,1,13,432.15,0,3,0,11.75,1
5.32,1,1,14,-604.56,0,0,0,-3.04,0
1.22,4,0,22,179.85,0,0,0,-5.92,0
2.7,2,1,21,424.33,0,0,0,-10.24,0
2.44,3,1,19,-478.25,4,0,0,-2.58,0
0.16,2,0,24,-289.88,1,0,0,-9.39,0
0.15,1,1,14,-401.6,0,0,0,2.55,0
10.69,3,1,21,386.31,1,0,0,-2.59,0
1.91,1,1,15,-34.64,0,0,0,3.31,1
4.38,2,0,18,-160.42,0,0,0,8.3,1
2.13,2,1,19,-640.83,0,0,0,-4.42,0
16.95,2,0,14,-33.7,0,2,0,-11.06,0
1.8,3,1,25,-283.79,5,0,0,-30.1,0
3.37,4,0,17,121.67,0,0,0,11.56,0
12.37,3,1,21,-571.48,0,0,0,1.18,0
11.07,1,1,25,88.95,0,0,0,-2.64,0
1.24,1,1,15,-219.48,0,3,0,17.58,0
9.74,2,1,17,-624.65,0,2,0,-19.33,0
3.68,5,1,17,-663.64,0,1,1,0.84,0
3.96,4,1,18,-588.51,1,0,0,-14.46,0
0.86,4,1,22,-103.2,0,0,0,9.84,0
0.5,2,0,13,60.5,0,0,0,-33.39,0
7.81,2,1,22,134.91,0,0,0,12.06,0
4.12,2,1,21,153.78,0,0,0,11.44,0
3.45,1,0,14,-379.26,2,0,0,-13.85,0
7.85,1,0,11,529.2,0,0,1,1.0,0
8.7,5,1,14,-221.11,0,0,0,-13.52,0
1.04,1,1,18,225.07,0,0,0,6.41,0
5.65,1,0,21,-82.08,4,0,0,12.3,0
0.87,1,1,21,187.81,2,0,1,-15.07,0
8.35,5,0,20,-107.16,0,0,0,-19.45,0
6.42,3,1,17,196.82,0,1,0,16.45,0
18.83,3,0,27,-3.69,0,0,1,29.12,0
0.43,4,1,25,406.92,1,0,0,7.42,0
0.35,2,0,15,-409.34,0,0,0,8.53,1
1.99,3,1,20,-884.95,0,0,0,-4.98,1
1.82,1,0,20,-486.68,0,0,0,2.7,0
1.7,1,1,18,534.46,0,0,0,5.26,0
14.2,4,1,19,-77.28,0,1,0,-2.74,0
1.72,3,0,16,46.03,0,0,0,20.25,0
1.9,2,1,11,-526.82,0,0,0,2.65,1
8.55,2,0,29,32.78,0,0,0,4.58,0
3.58,2,1,19,-511.41,0,0,1,-2.43,0
9.0,1,0,21,-437.89,0,0,0,-0.91,0
0.41,1,1,15,-201.24,0,0,0,18.28,0
4.01,1,0,15,222.55,3,0,0,2.19,1
0.21,2,0,23,275.92,0,0,0,2.54,0
0.39,4,1,10,289.52,0,0,0,2.73,0
14.21,2,0,15,-794.04,2,1,0,-5.47,1
0.9,1,0,22,-3.33,0,0,0,-21.12,1
4.56,2,1,22,-98.39,0,0,0,23.59,0
3.18,4,0,18,-766.09,0,0,0,16.02,0
2.56,1,1,20,7.99,0,1,0,18.74,0
13.81,1,0,25,-125.21,0,0,0,-16.09,0
0.13,2,1,18,255.76,0,0,0,21.67,0
6.54,3,1,11,40.62,2,2,0,29.5,0
19.85,3,1,14,-274.66,1,0,1,15.67,0
4.93,4,0,15,462.88,0,0,0,24.72,0
16.57,5,0,17,-1110.62,1,0,0,11.97,0
0.32,3,0,15,-32.13,0,0,0,-12.7,0
3.26,3,1,20,-881.63,1,0,0,7.61,0
1.81,2,1,16,-456.1,0,0,1,-15.31,1
7.87,1,0,17,262.41,1,0,1,-8.96,0
23.87,5,0,17,-637.1,0,0,0,4.74,0
1.78,2,1,8,-711.86,0,0,1,2.73,0
6.37,1,1,16,1190.97,0,0,0,6.95,0
1.32,3,1,24,-679.64,1,1,0,-26.88,0
5.0,2,1,16,825.26,0,0,0,-2.31,0
3.74,3,0,26,-86.1,0,0,0,8.23,0
21.45,3,1,18,-262.41,0,0,0,11.23,0
5.63,2,0,14,283.39,0,0,1,12.21,0
2.58,4,1,21,668.3,1,3,0,3.77,1
0.73,2,1,9,-573.03,5,0,0,-5.69,0
0.98,2,0,20,-255.12,1,0,0,7.52,0
1.53,2,0,16,423.43,2,3,0,-4.5,1
1.73,3,1,18,144.0,0,0,0,13.52,1
11.41,3,0,9,550.96,0,0,1,6.41,0
4.94,2,1,18,257.56,0,0,0,-0.93,0
4.45,3,0,24,904.11,4,0,0,-11.53,0
0.73,1,1,22,89.29,1,0,0,16.79,0
11.8,5,0,19,110.91,0,0,0,8.39,0
7.7,2,1,14,160.86,0,0,0,31.54,0
0.42,3,1,14,-71.24,0,1,1,7.89,0
7.38,1,0,23,424.04,0,0,1,9.15,0
4.71,1,0,21,118.52,1,0,0,-21.98,1
0.51,2,1,19,394.09,0,0,0,4.66,0
3.68,4,1,20,472.25,2,0,0,-4.75,0
3.98,2,1,14,214.23,3,0,0,12.4,1
1.09,5,0,21,250.86,2,1,0,5.02,0
17.48,2,0,15,-505.16,2,0,0,14.78,0
11.38,2,0,23,-275.18,0,0,1,31.99,0
6.63,1,1,15,421.69,4,0,0,-11.98,1
